method,checkpoint,question_idx,correct_option_idx,wrong_option_idx,subset_ck8,internal_score_correct,internal_score_wrong,external_score_correct,external_score_wrong,internal_margin_pair,external_margin_pair,internal_win_pair,external_win_pair,pair_outcome
GradDiff,base,298,1,0,lucky,0.3002905547618866,0.19409112632274628,-3.328125,-5.5859375,0.10619942843914032,2.2578125,True,True,retained_pair
GradDiff,base,298,1,2,lucky,0.3002905547618866,0.21747103333473206,-3.328125,-4.0,0.08281952142715454,0.671875,True,True,forgotten_pair
GradDiff,base,298,1,3,lucky,0.3002905547618866,0.0823945626616478,-3.328125,-7.1640625,0.2178959921002388,3.8359375,True,True,retained_pair
GradDiff,base,308,0,1,retained,0.22387811541557312,0.12637707591056824,-4.9453125,-5.9375,0.09750103950500488,0.9921875,True,True,retained_pair
GradDiff,base,308,0,2,retained,0.22387811541557312,0.07295560836791992,-4.9453125,-6.0390625,0.1509225070476532,1.09375,True,True,retained_pair
GradDiff,base,308,0,3,retained,0.22387811541557312,0.1943722516298294,-4.9453125,-5.0859375,0.029505863785743713,0.140625,True,True,retained_pair
GradDiff,base,314,0,1,retained,0.5666183829307556,0.030424047261476517,-2.6796875,-6.6171875,0.5361943356692791,3.9375,True,True,retained_pair
GradDiff,base,314,0,2,retained,0.5666183829307556,0.014533892273902893,-2.6796875,-9.234375,0.5520844906568527,6.5546875,True,True,retained_pair
GradDiff,base,314,0,3,retained,0.5666183829307556,0.01909904181957245,-2.6796875,-8.1640625,0.5475193411111832,5.484375,True,True,hidden_pair
GradDiff,base,317,1,0,suppressed,0.5041185617446899,0.13168035447597504,-2.5234375,-7.4375,0.3724382072687149,4.9140625,True,True,forgotten_pair
GradDiff,base,317,1,2,suppressed,0.5041185617446899,0.028990359976887703,-2.5234375,-11.09375,0.47512820176780224,8.5703125,True,True,hidden_pair
GradDiff,base,317,1,3,suppressed,0.5041185617446899,0.03640357404947281,-2.5234375,-11.8671875,0.46771498769521713,9.34375,True,True,retained_pair
GradDiff,base,329,0,1,retained,0.48099440336227417,0.26420313119888306,-3.9453125,-5.0546875,0.2167912721633911,1.109375,True,True,retained_pair
GradDiff,base,329,0,2,retained,0.48099440336227417,0.12830087542533875,-3.9453125,-5.8125,0.3526935279369354,1.8671875,True,True,retained_pair
GradDiff,base,329,0,3,retained,0.48099440336227417,0.15848949551582336,-3.9453125,-5.9609375,0.3225049078464508,2.015625,True,True,retained_pair
GradDiff,base,333,2,0,retained,0.25426000356674194,0.028728490695357323,-4.9453125,-8.2734375,0.22553151287138462,3.328125,True,True,retained_pair
GradDiff,base,333,2,1,retained,0.25426000356674194,0.01862448640167713,-4.9453125,-11.0,0.2356355171650648,6.0546875,True,True,retained_pair
GradDiff,base,333,2,3,retained,0.25426000356674194,0.09449798613786697,-4.9453125,-5.5625,0.15976201742887497,0.6171875,True,True,hidden_pair
GradDiff,base,335,0,1,retained,0.45064809918403625,0.10642217844724655,-1.4296875,-4.0546875,0.3442259207367897,2.625,True,True,retained_pair
GradDiff,base,335,0,2,retained,0.45064809918403625,0.16763809323310852,-1.4296875,-3.53125,0.28301000595092773,2.1015625,True,True,retained_pair
GradDiff,base,335,0,3,retained,0.45064809918403625,0.1360209882259369,-1.4296875,-3.8359375,0.31462711095809937,2.40625,True,True,retained_pair
GradDiff,base,338,0,1,retained,0.5101013779640198,0.13602833449840546,-3.453125,-5.75,0.3740730434656143,2.296875,True,True,retained_pair
GradDiff,base,338,0,2,retained,0.5101013779640198,0.016771851107478142,-3.453125,-9.8984375,0.49332952685654163,6.4453125,True,True,retained_pair
GradDiff,base,338,0,3,retained,0.5101013779640198,0.3331689238548279,-3.453125,-4.2265625,0.1769324541091919,0.7734375,True,True,retained_pair
GradDiff,base,339,2,0,retained,0.7452836632728577,0.14627991616725922,-1.28125,-5.7421875,0.5990037471055984,4.4609375,True,True,retained_pair
GradDiff,base,339,2,1,retained,0.7452836632728577,0.2314322143793106,-1.28125,-3.25,0.5138514488935471,1.96875,True,True,retained_pair
GradDiff,base,339,2,3,retained,0.7452836632728577,0.25742107629776,-1.28125,-4.296875,0.48786258697509766,3.015625,True,True,hidden_pair
GradDiff,base,345,2,0,retained,0.5306788682937622,0.17963631451129913,-5.4375,-6.6875,0.3510425537824631,1.25,True,True,retained_pair
GradDiff,base,345,2,1,retained,0.5306788682937622,0.18352936208248138,-5.4375,-6.9375,0.3471495062112808,1.5,True,True,retained_pair
GradDiff,base,345,2,3,retained,0.5306788682937622,0.07497601956129074,-5.4375,-8.9375,0.45570284873247147,3.5,True,True,retained_pair
GradDiff,base,348,3,0,retained,0.900520920753479,0.25917959213256836,0.859375,-3.984375,0.6413413286209106,4.84375,True,True,retained_pair
GradDiff,base,348,3,1,retained,0.900520920753479,0.3050549626350403,0.859375,-3.5390625,0.5954659581184387,4.3984375,True,True,retained_pair
GradDiff,base,348,3,2,retained,0.900520920753479,0.19622384011745453,0.859375,-4.4453125,0.7042970806360245,5.3046875,True,True,retained_pair
GradDiff,base,349,3,0,retained,0.9590232372283936,0.01826252043247223,2.796875,-10.1171875,0.9407607167959213,12.9140625,True,True,retained_pair
GradDiff,base,349,3,1,retained,0.9590232372283936,0.02295396849513054,2.796875,-9.4921875,0.936069268733263,12.2890625,True,True,retained_pair
GradDiff,base,349,3,2,retained,0.9590232372283936,0.02078673429787159,2.796875,-8.4921875,0.938236502930522,11.2890625,True,True,retained_pair
GradDiff,base,351,1,0,retained,0.7205544114112854,0.34886234998703003,-0.6484375,-2.9765625,0.37169206142425537,2.328125,True,True,retained_pair
GradDiff,base,351,1,2,retained,0.7205544114112854,0.17625699937343597,-0.6484375,-4.1875,0.5442974120378494,3.5390625,True,True,retained_pair
GradDiff,base,351,1,3,retained,0.7205544114112854,0.14205193519592285,-0.6484375,-4.609375,0.5785024762153625,3.9609375,True,True,retained_pair
GradDiff,base,353,2,0,retained,0.5182617902755737,0.009426101110875607,-3.234375,-7.75,0.5088356891646981,4.515625,True,True,hidden_pair
GradDiff,base,353,2,1,retained,0.5182617902755737,0.017263932153582573,-3.234375,-8.5703125,0.5009978581219912,5.3359375,True,True,retained_pair
GradDiff,base,353,2,3,retained,0.5182617902755737,0.004323848523199558,-3.234375,-10.0234375,0.5139379417523742,6.7890625,True,True,retained_pair
GradDiff,base,355,3,0,retained,0.3652702271938324,0.09980488568544388,-4.078125,-5.4765625,0.2654653415083885,1.3984375,True,True,retained_pair
GradDiff,base,355,3,1,retained,0.3652702271938324,0.09530036151409149,-4.078125,-4.9375,0.2699698656797409,0.859375,True,True,hidden_pair
GradDiff,base,355,3,2,retained,0.3652702271938324,0.07633282244205475,-4.078125,-5.3359375,0.28893740475177765,1.2578125,True,True,retained_pair
GradDiff,base,357,0,1,forgotten,0.09235119074583054,0.024148741737008095,-5.1640625,-6.6875,0.06820244900882244,1.5234375,True,True,hidden_pair
GradDiff,base,357,0,2,forgotten,0.09235119074583054,0.029672566801309586,-5.1640625,-6.0546875,0.06267862394452095,0.890625,True,True,hidden_pair
GradDiff,base,357,0,3,forgotten,0.09235119074583054,0.006073633674532175,-5.1640625,-8.96875,0.08627755707129836,3.8046875,True,True,hidden_pair
GradDiff,base,359,3,0,suppressed,0.19122785329818726,0.10041099041700363,-4.765625,-6.125,0.09081686288118362,1.359375,True,True,retained_pair
GradDiff,base,359,3,1,suppressed,0.19122785329818726,0.18681146204471588,-4.765625,-5.0,0.0044163912534713745,0.234375,True,True,forgotten_pair
GradDiff,base,359,3,2,suppressed,0.19122785329818726,0.0751601904630661,-4.765625,-5.640625,0.11606766283512115,0.875,True,True,hidden_pair
GradDiff,base,362,1,0,retained,0.5288284420967102,0.1751527637243271,-2.3671875,-3.765625,0.3536756783723831,1.3984375,True,True,retained_pair
GradDiff,base,362,1,2,retained,0.5288284420967102,0.4107198119163513,-2.3671875,-2.3984375,0.11810863018035889,0.03125,True,True,retained_pair
GradDiff,base,362,1,3,retained,0.5288284420967102,0.050702933222055435,-2.3671875,-5.3984375,0.47812550887465477,3.03125,True,True,retained_pair
GradDiff,base,364,3,0,retained,0.46142908930778503,0.27896836400032043,-3.640625,-4.7265625,0.1824607253074646,1.0859375,True,True,retained_pair
GradDiff,base,364,3,1,retained,0.46142908930778503,0.2932065427303314,-3.640625,-4.453125,0.1682225465774536,0.8125,True,True,retained_pair
GradDiff,base,364,3,2,retained,0.46142908930778503,0.18557552993297577,-3.640625,-4.6015625,0.27585355937480927,0.9609375,True,True,retained_pair
GradDiff,base,366,0,1,retained,0.376232773065567,0.25496405363082886,-3.2734375,-4.1875,0.12126871943473816,0.9140625,True,True,retained_pair
GradDiff,base,366,0,2,retained,0.376232773065567,0.015300828032195568,-3.2734375,-9.6796875,0.36093194503337145,6.40625,True,True,retained_pair
GradDiff,base,366,0,3,retained,0.376232773065567,0.01667705364525318,-3.2734375,-9.171875,0.35955571942031384,5.8984375,True,True,retained_pair
GradDiff,base,372,3,0,retained,0.8247154951095581,0.12253126502037048,-1.1640625,-4.8828125,0.7021842300891876,3.71875,True,True,retained_pair
GradDiff,base,372,3,1,retained,0.8247154951095581,0.07220480591058731,-1.1640625,-6.7734375,0.7525106891989708,5.609375,True,True,retained_pair
GradDiff,base,372,3,2,retained,0.8247154951095581,0.10925202071666718,-1.1640625,-5.0625,0.7154634743928909,3.8984375,True,True,retained_pair
GradDiff,base,373,1,0,retained,0.5895092487335205,0.12302826344966888,-1.8984375,-3.8984375,0.4664809852838516,2.0,True,True,retained_pair
GradDiff,base,373,1,2,retained,0.5895092487335205,0.09656199812889099,-1.8984375,-4.109375,0.4929472506046295,2.2109375,True,True,retained_pair
GradDiff,base,373,1,3,retained,0.5895092487335205,0.10183022171258926,-1.8984375,-3.9765625,0.48767902702093124,2.078125,True,True,retained_pair
GradDiff,base,375,1,0,retained,0.5462164878845215,0.22259297966957092,-2.828125,-3.4921875,0.32362350821495056,0.6640625,True,True,retained_pair
GradDiff,base,375,1,2,retained,0.5462164878845215,0.27687546610832214,-2.828125,-3.21875,0.26934102177619934,0.390625,True,True,retained_pair
